{004df4c6-6fee-4fc5-a108-f414713a71e5} event:/Nested Event
{007817b9-722a-44c8-8e14-cc66233ce495} event:/game/07_summit/altitude_count
{de75e71a-61d2-4a5c-94fe-96d0127fab02} event:/ui/postgame/strawberry_total_all
{ded98d91-1f1e-4fcf-b177-959028cd379c} event:/game/05_mirror_temple/seeker_playercontrolstart
{defdc0d5-8ae6-47e4-8970-29f12a66fe66} event:/ui/game/lookout_on
{df0be4f4-182e-4f0a-9330-6e17ac286b1f} event:/intro_into_loop
{df7599a7-03f5-4d29-a200-a8beee3f255f} event:/track
{dfc82939-d51a-4454-aedf-1b3c6d4cf986} event:/char/oshiro/move_08_roof07_exit
{e004325c-aff6-4650-b745-edd750127e73} event:/track
{e00d4196-5c66-4504-af86-08a0ed590b8e} event:/game/03_resort/sequence_oshirofluff_pt2
{e00ff4f4-f290-443a-ad1d-27e6c429c328} event:/game/03_resort/sequence_oshirofluff_pt1
{e04dbcbd-4476-4174-9046-1e92febcc08e} event:/game/general/crystalheart_red_get
{e08cde3f-631d-47ab-a94a-9281717c3219} event:/game/09_core/switch_to_cold
{e08e627f-334c-46f1-b8a8-9c090cadc788} event:/game/06_reflection/feather_state_bump
{e0968782-da9c-4989-84b6-dc6b13482930} event:/1000
{e0a3bd21-b245-4733-9fb5-69f2261b4ce5} event:/new_content/env/local/tutorial_static_right
{e11c923e-5cbf-4563-b2de-c1aa74150bb9} event:/04_eye_step3
{e144b578-20dd-4722-897c-24de90562b7b} event:/game/general/strawberry_laugh
{e15162c0-8d07-4a4a-86b2-31a4143ef96c} event:/char/dialogue/theo
{e15a069f-4f5d-430e-9741-b8fffb62ab3d} event:/music/lvl4/heavy_winds
{e1a395a5-aa17-4418-ac3d-ffa51c618014} event:/music/lvl6/badeline_glitch
{e1e5ab9c-79d1-40b8-9c4a-a1dc5d9b1268} event:/Nested Event
{e1fec409-ace5-4006-8b7c-ccf9fbf1ac59} event:/char/oshiro/boss_charge
{e217436d-8f73-462c-9877-ac095e8f20b8} event:/game/general/platform_disintegrate
{e27b3ab9-d6c9-4952-92bf-e652b98a9ed5} event:/char/dialogue/!!!_README
{e296f495-1041-400e-9c31-c59ef318e7b7} event:/new_content/music/lvl10/intermission_heartgroove
{e2c752dc-10dc-41e7-8709-95cbbcfe9104} event:/new_content/char/madeline/hiccup_ducking
{e2cd4255-3bc0-487a-990d-01ec5ce0c4b6} event:/rara_5
{e2d41f6a-ec7d-4b25-a74f-3746b7207f4f} event:/music/lvl2/chase
{e2f5eac6-9d40-4bc5-bcaf-d14b6269354b} event:/char/oshiro/move_04_pace_right
{e3598466-186b-4d6e-92bf-0a796a4b5f6a} event:/game/05_mirror_temple/button_depress
{e36926d3-b7b4-409f-904c-5d5d1131b55a} event:/new_content/char/tutorial_ghost/appear
{e4408a77-67c1-4e52-974d-4e1363d4cb6f} event:/game/03_resort/platform_horiz_left
{e44a2aa5-f96e-4d75-8018-8bee278017ad} event:/music/cassette/02_old_site
{e4579582-fbf1-44cc-92e7-6a135df7adba} event:/ice1
{e489d78b-10c5-47e7-9ad5-bee84ab5df55} event:/classic/sfx62
{e4b8f05a-3487-4561-bb6a-c20c29790b78} event:/boss_template
{e4d013b8-4cd3-4cab-aec7-829d00c6307a} event:/new_content/game/10_farewell/key_unlock_3
{e50e05b1-7d84-42b4-9978-eaed3a3d9945} event:/new_content/game/10_farewell/endscene_attachment_click
{e52366bb-874d-4e52-97b0-5f84602ce96d} event:/classic/sfx2
{e5791949-796e-4105-8a44-b810a4767c51} event:/mus_content
{e67a6421-0ca8-4051-98f4-8ee400f0db93} event:/game/07_summit/gem_unlock_2
{e6fbea37-fc5a-4e17-9695-516fc0297df6} event:/fast_loop
{e6fcb1bd-e802-4b86-ba6a-4d5b4f9d1d8e} event:/char/granny/laugh_firstphrase
{e714a1e9-e0de-4ff0-bb70-9290eeafb029} event:/game/04_cliffside/gondola_movement_loop
{e7a2ddd6-091a-44ab-aac7-e57bd13c009c} event:/char/badeline/boss_laser_charge
{e88c096c-382f-4add-aa77-36653d4a0b14} event:/new_content/env/local/cafe_sign
{e916ead7-7d6f-43a7-aaf7-b6a507a6664f} event:/game/04_cliffside/greenbooster_dash
{e9d25928-9e16-43ac-9e79-f099290d643c} event:/env/local/09_core/conveyor_idle
{e9da9c8d-7bdb-4345-9724-35892a5b44ac} event:/game/01_forsaken_city/console_blue
{ea1e1d39-ace6-481c-8438-d57709355f1e} event:/game/06_reflection/feather_state_end
{ea595d6d-cb07-4897-81cb-4830bf5823cb} event:/!!!_README_FIRST
{ea92919d-46d8-411e-82f6-b36c79d96c72} event:/ui/game/increment_strawberry
{eabe0b38-67c2-4b8e-99c1-c2e3fe175afa} event:/Nested Event
{eb1249df-06cf-434d-991b-0b73464eef06} event:/char/madeline/crystaltheo_throw
{eb12c683-e7f8-41b5-b311-26e842ab989f} event:/rara_2
{eb633670-e129-48ad-82cc-bc3b09203d6f} event:/char/dialogue/madeline_mirror
{eb66579e-6a05-4b8d-ad27-0f39703998c7} event:/game/06_reflection/feather_bubble_bounce
{ec231740-135f-44fb-a19d-1a406065ef82} event:/track
{ec2e5fa5-9f50-4fd7-bdc2-45474c4967a3} event:/music/remix/03_resort
{ecd941b2-7246-49f9-ad46-dd6eee981bd5} event:/char/oshiro/move_03_08a_exit
{edc1c4bb-137f-4551-92f0-220b11118e0d} event:/env/amb/05_interior_dark
{ee1bb709-35a5-4199-a709-bf300fc1aec2} event:/main_track
{ee413800-8752-4f0b-9a5d-3084e2473aa2} event:/new_content/game/10_farewell/bird_wingflap
{eeab0167-3ebd-45b2-b701-7dc9f98959e0} event:/new_content/char/madeline/death_golden
{eeac5daa-505f-49d5-a88a-65cc9557cd68} event:/2000
{eeede5f5-3691-4cd9-8b2c-91e02d3d41ed} event:/char/madeline/jump
{eef6081c-aa94-4203-a235-41cc41007d4e} event:/game/06_reflection/feather_bubble_renew
{ef525bd4-4d18-479c-b651-56cd3699e478} event:/ui/main/savefile_begin
{ef7df772-fe00-4ded-8998-474ffae7bf3e} event:/transition_cymbal
{efa0d333-7ee5-46ce-b457-b99997659215} event:/ui/main/whoosh_list_out
{effc3510-2efe-422f-aa3a-30b8ace60533} event:/game/general/touchswitch_last_cutoff
{f065adf0-963d-4d3e-a4fe-1538154936f7} event:/new_content/ui/postcard_variants_out
{f0a05548-59a3-4b71-baf0-2d591c25677e} event:/music/lvl2/dreamblock_sting_pt2
{f1e2f6f3-29d9-4914-8296-4261a223d3ac} event:/music/lvl6/madeline_and_theo
{f1eb89d3-0db6-462b-ad7f-1506c999a68f} event:/rara_5
{f21a4461-81b1-4c94-8735-2493f50ca5dd} event:/track
{f271db26-d18b-488c-8a6f-d5f2b98039fa} event:/env/local/03_resort/broken_window_large
{f2966dfb-524f-456f-9107-d2b2c8bbf398} event:/game/04_cliffside/stone_blockade
{f32eab8f-468d-430f-8fb4-c603abc19aab} event:/game/general/assist_dreamblockbounce
{f335427a-7961-4e4e-b94c-58c2a4490182} event:/music/lvl8/main
{f34c1fdf-5470-453f-afc5-c3ef0f0f65cb} event:/env/amb/02_awake
{f351bdf5-087b-451d-92c6-1ac651117107} event:/music/lvl6/the_fall
{f372e3a9-bb65-4343-bf47-b87d18d10383} event:/game/general/passage_closed_behind
{f37cd8d3-4249-47ca-8243-28ae26cf7c5c} event:/char/theo/resort_ceilingvent_hey
{f3dff386-e931-447e-b60c-14a87494809a} event:/1up
{f41f7821-61e7-45f1-ba46-d3b3edcf8161} event:/blue_berry
{f47636da-f583-418c-beb4-f4e0d3e80ec3} event:/music/menu/credits
{f478a136-13df-4b80-946d-1081658ef79f} event:/game/04_cliffside/arrowblock_move_child
{f4f839d0-f7cc-402a-9767-ad79d20ae5d6} event:/game/02_old_site/lantern_hit
{f51cdfd1-29a1-4a61-a728-02368e1f0f3b} event:/mus_content
{f5babe6c-1ec1-4d4e-8934-a1809b5e26cb} event:/char/madeline/summit_sit
{f5d55a1d-157a-428b-b41e-1610e4d93bc3} event:/3000
{f5fc7368-4f02-4479-a805-0efdff3633f6} event:/char/oshiro/boss_precharge
{f621c29e-5ab1-4487-9b4f-42fc45838e03} event:/cinematic_loop
{f63c2b0a-f708-44f5-af13-6bba7e3af2cb} event:/char/madeline/jump_wall_left
{f64177a2-2611-49cc-8c63-d74c1e29c8a3} event:/game/05_mirror_temple/eye_pulse
{f64fd772-1d4b-4de3-a496-957f5cca7d16} event:/track
{f6ac20d0-ea9e-4cee-a4aa-a8b30bf3d745} event:/ui/world_map/icon/assist_skip
{f73f6ebb-c858-4a36-b59a-74c66ee1f901} event:/new_content/game/10_farewell/bird_throw
{f75c750e-7035-4c52-a2e7-375b61c1fe14} event:/intro_into_loop
{f77c698a-e156-4b4e-9c29-5c9dc8f44e2a} event:/03_eye_step2
{f7e0cc43-4a57-49ee-a114-7d9d1e40b198} event:/new_content/music/lvl10/part01
{f7e67666-e4fe-49db-a6e3-209bfae067a4} event:/game/07_summit/gem_unlock_5
{f84f688a-176f-41b7-b8e9-96df630ff088} event:/game/03_resort/fluff_tendril_emerge
{f894b1fb-3842-414c-aef3-ae5a271587d1} event:/game/03_resort/platform_vert_up_loop
{f89e2eed-f3a6-46bf-9de1-9a3827ff79db} event:/new_content/env/10_rushingvoid
{f91f7ff0-829d-40ad-9c44-0b28a9271a92} event:/rara_8
{faac7cb1-bc6a-4e0d-8dc5-97f3c94363e6} event:/char/madeline/jump_climb_left
{faf2332c-87fb-46d7-b108-99de35f7d683} event:/new_content/game/10_farewell/glider_movement
{fb47d655-bc4f-4361-b4a2-d19e30518d24} event:/game/00_prologue/bridge_support_break
{fb5d35c5-47c8-439d-8d52-ec6daf91887b} event:/char/madeline/water_dash_in
{fb6ae8ab-4c41-4d90-8d2b-61a45e0a33e8} event:/ui/main/rollover_down
{fb77cba9-f373-4f6b-9057-2fa3fffdd657} event:/env/amb/05_mirror_sequence
{fc333ed7-13ad-42a5-903d-8ddb19226c0e} event:/game/03_resort/sequence_oshiro_intro
{fcc902a3-f923-47f9-bff5-cc910f9614c2} event:/3000
{fceb8b1e-7d92-400b-903f-406dade6162c} event:/new_content/env/10_rain
{fd06af1f-776a-4879-9100-91b14c48bb66} event:/new_content/char/badeline/maddy_join_quick
{fd08f871-88dc-484f-8773-497258aa3034} event:/game/05_mirror_temple/seeker_revive
{fe9c58fa-d60a-4644-b34d-c0c4ebac2486} event:/ui/main/button_back
{feab7340-8120-4011-8345-65b4a8773898} event:/Nested Event
{feac844d-0797-404b-a390-3ab8257a187c} event:/classic/pico8_mus_02
{fee4e52e-5f96-4739-b609-07ccd6c60610} event:/env/amb/03_interior
{fef47165-cad5-492a-8a42-3db9cc48c2bd} event:/game/05_mirror_temple/key_unlock_light
{ff2a6fb9-87b0-4de2-bd85-2d477f338d7c} event:/ui/postgame/unlock_bside
{ff56e917-feba-4631-84eb-2718c65c1e58} event:/new_content/char/madeline/screenentry_gran_landing
{ff6442f1-66c2-4dba-8d57-038dda8fd296} event:/char/badeline/footstep
{ff7ea185-305a-4f5b-b532-a7e38781532c} event:/05_eye_step4
{ff882573-75c7-4aeb-86e2-73a946646308} event:/new_content/game/10_farewell/bird_startle
{ffcabe42-ca8e-4460-95cb-14e528caebd7} event:/ui/main/postcard_ch1_out

